order_id,product,category,price,quantity,order_date
320,Headphones,Electronics,1258.68,2,2024-02-02
321,Camera,Electronics,1232.66,3,2024-02-23
322,Sunglasses,Accessories,644.41,3,2024-02-15
323,Sweater,Clothing,911.83,1,2024-02-18
324,Backpack,Accessories,68.6,5,2024-02-11
325,Mobile,Electronics,538.53,3,2024-02-10
326,Bracelet,Accessories,681.24,5,2024-02-25
327,Smartwatch,Electronics,49.47,4,2024-02-28
328,Belt,Accessories,181.94,4,2024-02-15
329,T-shirt,Clothing,1468.96,2,2024-03-02
330,Watch,Accessories,992.44,2,2024-02-28
331,Tablet,Electronics,440.81,3,2024-02-29
332,T-shirt,Clothing,607.18,2,2024-02-08
333,Jacket,Clothing,46.88,2,2024-02-14
334,Watch,Accessories,39.19,2,2024-02-14
335,Watch,Accessories,585.68,4,2024-02-01
336,Watch,Accessories,973.41,5,2024-02-12
337,Laptop,Electronics,1333.05,4,2024-02-10
338,Bracelet,Accessories,397.53,3,2024-02-19
339,T-shirt,Clothing,902.69,3,2024-03-02
340,Wallet,Accessories,1007.92,2,2024-02-27
341,Shoes,Clothing,313.23,4,2024-02-10
342,Jeans,Clothing,451.22,5,2024-02-19
343,Shoes,Clothing,351.97,1,2024-02-07
344,Jeans,Clothing,655.52,5,2024-02-08
345,Belt,Accessories,309.09,2,2024-02-27
346,Shoes,Clothing,150.66,1,2024-02-04
347,Shoes,Clothing,108.41,4,2024-02-23
348,Headphones,Electronics,1254.09,4,2024-02-29
349,Wallet,Accessories,1319.29,4,2024-02-24
350,Sweater,Clothing,282.04,3,2024-02-03
351,Backpack,Accessories,916.4,1,2024-02-09
352,Bracelet,Accessories,123.82,1,2024-02-15
353,Wallet,Accessories,1375.35,3,2024-03-02
354,Tablet,Electronics,1384.71,1,2024-02-01
355,Belt,Accessories,726.83,1,2024-02-20
356,Sunglasses,Accessories,426.95,5,2024-02-26
357,Backpack,Accessories,545.4,3,2024-02-21
358,Jacket,Clothing,354.89,5,2024-02-16
359,Camera,Electronics,288.77,2,2024-02-23
360,Backpack,Accessories,1058.78,2,2024-02-07
361,Bracelet,Accessories,418.93,4,2024-03-02
362,Watch,Accessories,764.87,3,2024-02-10
363,Cap,Clothing,519.87,4,2024-02-08
364,T-shirt,Clothing,646.48,4,2024-02-06
365,Sweater,Clothing,601.49,4,2024-02-21
366,Backpack,Accessories,851.21,4,2024-02-12
367,Backpack,Accessories,1177.36,3,2024-02-14
368,Cap,Clothing,756.62,5,2024-02-10
369,Cap,Clothing,843.65,4,2024-02-01
370,Jacket,Clothing,1153.97,2,2024-02-01
371,Cap,Clothing,1496.83,2,2024-02-14
372,Mobile,Electronics,33.14,2,2024-02-02
373,Wallet,Accessories,163.87,3,2024-02-21
374,Headphones,Electronics,430.24,4,2024-02-25
375,Jacket,Clothing,698.38,4,2024-02-10
376,Wallet,Accessories,1028.87,2,2024-02-13
377,Laptop,Electronics,1076.9,5,2024-02-10
378,Belt,Accessories,1409.23,5,2024-02-28
379,Wallet,Accessories,756.92,5,2024-02-01
380,Wallet,Accessories,255.41,5,2024-03-02
381,Cap,Clothing,438.96,5,2024-02-26
382,Wallet,Accessories,699.47,5,2024-02-25
383,Tablet,Electronics,488.54,5,2024-02-25
384,Bracelet,Accessories,491.41,2,2024-02-27
385,Watch,Accessories,479.65,3,2024-02-14
386,Shoes,Clothing,495.72,1,2024-02-01
387,Belt,Accessories,1433.51,2,2024-02-23
388,Jeans,Clothing,1409.88,2,2024-02-17
389,Shoes,Clothing,746.89,4,2024-02-03
390,Sweater,Clothing,1333.51,4,2024-03-02
391,Belt,Accessories,73.36,2,2024-02-02
392,Laptop,Electronics,399.36,3,2024-02-18
393,Backpack,Accessories,1467.03,4,2024-02-16
394,Wallet,Accessories,588.52,1,2024-02-10
395,Headphones,Electronics,1307.25,2,2024-02-08
396,Laptop,Electronics,186.28,1,2024-02-14
397,Cap,Clothing,489.8,1,2024-02-21
398,Sweater,Clothing,739.33,1,2024-02-20
399,Shoes,Clothing,265.74,5,2024-02-21
400,Tablet,Electronics,799.04,3,2024-02-08
401,Tablet,Electronics,274.91,5,2024-02-03
402,Shoes,Clothing,474.08,4,2024-02-28
403,Tablet,Electronics,745.14,5,2024-02-25
404,Belt,Accessories,1125.01,5,2024-02-29
405,Backpack,Accessories,1142.82,3,2024-03-01
406,Jeans,Clothing,952.64,1,2024-02-23
407,Mobile,Electronics,788.09,4,2024-02-25
408,Bracelet,Accessories,241.37,3,2024-02-11
409,Smartwatch,Electronics,733.54,4,2024-02-13
410,Laptop,Electronics,765.46,3,2024-02-07
411,T-shirt,Clothing,463.06,5,2024-02-01
412,Sweater,Clothing,1162.01,4,2024-02-03
413,Tablet,Electronics,1008.42,2,2024-02-21
414,Wallet,Accessories,997.32,2,2024-02-08
415,Mobile,Electronics,912.32,2,2024-02-03
416,T-shirt,Clothing,326.14,3,2024-02-17
417,Watch,Accessories,1273.76,1,2024-02-22
418,Wallet,Accessories,24.73,5,2024-03-02
419,Mobile,Electronics,1410.88,2,2024-02-17
420,Tablet,Electronics,963.12,2,2024-02-11
421,Camera,Electronics,231.03,3,2024-02-19
422,Bracelet,Accessories,1345.12,3,2024-02-10
423,Wallet,Accessories,700.13,5,2024-02-26
424,Watch,Accessories,1191.39,3,2024-02-15
425,Jeans,Clothing,595.52,5,2024-02-01
426,Cap,Clothing,1189.86,2,2024-02-02
427,Shoes,Clothing,609.41,3,2024-02-13
428,Jeans,Clothing,1409.69,3,2024-02-05
429,T-shirt,Clothing,1185.61,1,2024-02-19
430,Bracelet,Accessories,249.16,3,2024-02-24
431,Smartwatch,Electronics,789.6,2,2024-02-09
432,Sunglasses,Accessories,1097.18,5,2024-02-13
433,Camera,Electronics,392.77,2,2024-02-29
434,Jeans,Clothing,1129.13,2,2024-02-18
435,Cap,Clothing,1214.18,4,2024-02-15
436,Sweater,Clothing,818.3,1,2024-02-07
437,Camera,Electronics,786.9,2,2024-02-25
438,Camera,Electronics,176.96,5,2024-02-07
439,Wallet,Accessories,1204.39,2,2024-02-16
440,Sunglasses,Accessories,1216.59,3,2024-02-07
441,Cap,Clothing,574.4,3,2024-02-29
442,Tablet,Electronics,742.68,1,2024-02-16
443,T-shirt,Clothing,1088.56,3,2024-02-21
444,Laptop,Electronics,321.98,3,2024-02-28
445,T-shirt,Clothing,395.79,1,2024-02-17
446,Sweater,Clothing,800.29,3,2024-02-15
447,Smartwatch,Electronics,155.95,1,2024-02-18
448,Mobile,Electronics,1497.74,5,2024-02-05
449,Camera,Electronics,1295.91,3,2024-02-18
450,Smartwatch,Electronics,969.98,1,2024-02-18
451,Mobile,Electronics,275.42,3,2024-02-27
452,Sunglasses,Accessories,387.17,5,2024-02-25
453,Shoes,Clothing,1071.86,4,2024-02-13
454,Sunglasses,Accessories,453.75,4,2024-02-05
455,Mobile,Electronics,1276.67,4,2024-02-06
456,Mobile,Electronics,993.39,1,2024-03-02
457,Cap,Clothing,701.69,1,2024-02-27
458,Backpack,Accessories,868.89,5,2024-02-09
459,Bracelet,Accessories,1321.86,2,2024-02-19
460,Mobile,Electronics,1334.71,1,2024-02-05
461,Tablet,Electronics,215.86,1,2024-02-07
462,Jacket,Clothing,694.2,1,2024-02-07
463,Shoes,Clothing,1309.6,5,2024-02-25
464,Bracelet,Accessories,638.4,4,2024-02-22
465,Tablet,Electronics,628.74,3,2024-02-09
466,Wallet,Accessories,608.91,4,2024-02-28
467,Backpack,Accessories,1439.68,5,2024-02-15
468,Camera,Electronics,659.95,2,2024-02-28
469,Bracelet,Accessories,488.91,5,2024-02-17
470,Tablet,Electronics,501.35,5,2024-02-01
471,Headphones,Electronics,466.44,2,2024-02-10
472,Bracelet,Accessories,903.47,5,2024-02-20
473,Smartwatch,Electronics,269.74,2,2024-02-04
474,Jeans,Clothing,579.16,2,2024-03-01
475,Watch,Accessories,940.49,5,2024-02-16
476,Shoes,Clothing,388.01,4,2024-02-10
477,Smartwatch,Electronics,223.58,2,2024-02-17
478,Sunglasses,Accessories,1483.74,4,2024-03-01
479,Jeans,Clothing,1310.75,5,2024-02-05
480,Headphones,Electronics,219.1,2,2024-02-25
481,Headphones,Electronics,1316.9,1,2024-02-25
482,Headphones,Electronics,1373.53,1,2024-02-19
483,Watch,Accessories,1152.66,5,2024-02-20
484,Jacket,Clothing,892.31,4,2024-02-10
485,Cap,Clothing,114.04,2,2024-02-29
486,Mobile,Electronics,1349.23,5,2024-02-13
487,Tablet,Electronics,1360.56,4,2024-02-01
488,Tablet,Electronics,414.51,1,2024-02-29
489,Cap,Clothing,956.47,5,2024-02-06
490,Smartwatch,Electronics,1456.37,3,2024-02-28
491,Sunglasses,Accessories,388.15,2,2024-02-16
492,Wallet,Accessories,1027.69,4,2024-02-24
493,Jeans,Clothing,1383.5,4,2024-02-26
494,Shoes,Clothing,130.41,3,2024-02-28
495,Sweater,Clothing,1301.69,2,2024-02-06
496,Sunglasses,Accessories,443.79,1,2024-02-13
497,Watch,Accessories,839.65,1,2024-02-20
498,Belt,Accessories,620.61,1,2024-02-19
499,Mobile,Electronics,352.29,4,2024-02-09
500,Bracelet,Accessories,1382.06,3,2024-02-25
501,Laptop,Electronics,824.28,5,2024-02-18
502,Bracelet,Accessories,414.35,3,2024-02-20
503,Mobile,Electronics,595.67,4,2024-02-17
504,Jacket,Clothing,157.08,5,2024-02-15
505,Backpack,Accessories,184.54,5,2024-02-27
506,Jeans,Clothing,57.67,3,2024-02-22
507,Smartwatch,Electronics,1103.1,4,2024-02-03
508,Sweater,Clothing,1122.81,4,2024-02-20
509,Tablet,Electronics,1016.21,3,2024-02-25
510,Tablet,Electronics,561.28,3,2024-02-06
511,Watch,Accessories,543.24,4,2024-03-01
512,T-shirt,Clothing,604.37,4,2024-02-27
513,Shoes,Clothing,649.6,4,2024-02-09
514,Cap,Clothing,468.23,5,2024-02-04
515,Belt,Accessories,1030.16,2,2024-02-29
516,Shoes,Clothing,153.01,2,2024-02-20
517,Laptop,Electronics,708.1,2,2024-02-01
518,Smartwatch,Electronics,794.18,3,2024-02-29
519,Cap,Clothing,1157.53,3,2024-02-12
520,Laptop,Electronics,510.21,1,2024-02-18
521,Bracelet,Accessories,733.71,3,2024-02-21
522,Cap,Clothing,1068.06,2,2024-02-12
523,Mobile,Electronics,926.41,2,2024-02-24
524,Sunglasses,Accessories,1014.52,2,2024-02-08
525,Headphones,Electronics,1149.01,1,2024-02-22
526,Smartwatch,Electronics,452.32,5,2024-02-12
527,Sweater,Clothing,466.89,1,2024-02-11
528,Headphones,Electronics,1351.29,5,2024-02-03
529,Laptop,Electronics,1328.93,4,2024-02-28
530,Tablet,Electronics,1379.02,2,2024-02-07
531,Laptop,Electronics,627.42,1,2024-02-24
532,Jeans,Clothing,129.43,1,2024-02-10
533,Tablet,Electronics,372.14,1,2024-03-01
534,Wallet,Accessories,202.75,1,2024-02-06
535,Shoes,Clothing,15.42,1,2024-02-20
536,Watch,Accessories,392.25,3,2024-02-10
537,Tablet,Electronics,269.53,2,2024-02-12
538,Shoes,Clothing,522.46,3,2024-02-12
539,Jeans,Clothing,114.0,1,2024-03-01
540,Tablet,Electronics,1300.82,5,2024-03-01
541,Sweater,Clothing,581.6,1,2024-02-21
542,Jeans,Clothing,1248.97,1,2024-02-20
543,Sunglasses,Accessories,93.7,4,2024-02-12
544,Jeans,Clothing,756.48,5,2024-02-22
545,Jacket,Clothing,90.89,2,2024-02-28
546,Headphones,Electronics,474.94,3,2024-02-11
547,Bracelet,Accessories,174.38,1,2024-02-19
548,Sweater,Clothing,1006.49,5,2024-02-23
549,Mobile,Electronics,989.96,2,2024-02-21
550,Jeans,Clothing,636.42,3,2024-02-21
551,Laptop,Electronics,578.86,2,2024-03-01
552,Jeans,Clothing,451.37,1,2024-02-17
553,Backpack,Accessories,439.53,4,2024-02-17
554,Shoes,Clothing,1321.34,4,2024-02-12
555,Jeans,Clothing,88.39,5,2024-02-09
556,Laptop,Electronics,996.89,4,2024-02-06
557,Sunglasses,Accessories,1364.51,4,2024-02-17
558,Sweater,Clothing,1304.29,4,2024-02-08
559,Jacket,Clothing,929.05,4,2024-02-18
560,Wallet,Accessories,978.54,1,2024-02-10
561,Sunglasses,Accessories,277.23,2,2024-02-29
562,Wallet,Accessories,927.0,2,2024-03-02
563,Shoes,Clothing,1432.35,5,2024-02-06
564,Tablet,Electronics,904.0,5,2024-02-17
565,Headphones,Electronics,401.33,4,2024-02-15
566,Smartwatch,Electronics,756.91,4,2024-02-01
567,Smartwatch,Electronics,322.99,3,2024-02-21
568,Camera,Electronics,113.69,4,2024-02-18
569,Backpack,Accessories,998.68,3,2024-02-12
570,Jacket,Clothing,225.25,1,2024-02-28
571,T-shirt,Clothing,62.37,5,2024-02-24
572,Tablet,Electronics,1036.16,5,2024-02-15
573,Shoes,Clothing,1348.85,3,2024-02-21
574,Belt,Accessories,1096.91,1,2024-02-23
575,T-shirt,Clothing,1012.17,1,2024-02-17
576,Smartwatch,Electronics,1362.82,1,2024-02-03
577,Bracelet,Accessories,1251.25,5,2024-02-14
578,Tablet,Electronics,1020.02,2,2024-02-09
579,T-shirt,Clothing,871.61,2,2024-02-09
580,Shoes,Clothing,366.97,5,2024-02-12
581,Cap,Clothing,392.4,1,2024-02-01
582,Cap,Clothing,774.83,4,2024-02-11
583,Headphones,Electronics,1417.43,4,2024-02-14
584,Backpack,Accessories,641.26,2,2024-02-21
585,Backpack,Accessories,1389.37,4,2024-03-02
586,Jacket,Clothing,317.78,4,2024-02-11
587,Wallet,Accessories,960.21,5,2024-02-09
588,Sunglasses,Accessories,141.37,4,2024-03-02
589,Sunglasses,Accessories,405.27,5,2024-02-29
590,Camera,Electronics,701.68,1,2024-02-18
591,Jeans,Clothing,843.26,1,2024-02-07
592,Shoes,Clothing,1043.29,3,2024-02-12
593,Jeans,Clothing,513.92,4,2024-02-04
594,Watch,Accessories,1183.94,4,2024-02-16
595,Laptop,Electronics,968.76,5,2024-02-13
596,Sunglasses,Accessories,932.22,1,2024-02-16
597,Sunglasses,Accessories,514.11,3,2024-02-17
598,Smartwatch,Electronics,848.53,2,2024-02-24
599,Jeans,Clothing,246.55,1,2024-02-20
600,Tablet,Electronics,631.37,2,2024-03-01
601,Bracelet,Accessories,843.64,1,2024-02-05
602,Jacket,Clothing,1087.14,4,2024-02-29
603,Sunglasses,Accessories,517.79,3,2024-02-16
604,Laptop,Electronics,564.95,1,2024-02-07
605,Watch,Accessories,673.98,1,2024-02-07
606,Sunglasses,Accessories,622.88,4,2024-02-26
607,Laptop,Electronics,111.54,1,2024-02-27
608,Cap,Clothing,1010.34,2,2024-02-22
609,Watch,Accessories,709.19,5,2024-02-04
610,Wallet,Accessories,487.76,5,2024-02-28
611,Headphones,Electronics,630.04,2,2024-03-02
612,Bracelet,Accessories,1277.21,1,2024-02-17
613,T-shirt,Clothing,294.62,5,2024-02-14
614,Laptop,Electronics,45.24,3,2024-02-26
615,Bracelet,Accessories,54.5,2,2024-02-07
616,Headphones,Electronics,1375.81,5,2024-02-18
617,Sweater,Clothing,1259.85,4,2024-02-25
618,Jeans,Clothing,546.62,2,2024-02-18
619,Smartwatch,Electronics,1347.08,1,2024-02-17
620,T-shirt,Clothing,961.05,4,2024-02-11
621,T-shirt,Clothing,176.92,5,2024-02-22
622,Smartwatch,Electronics,334.4,4,2024-02-18
623,Cap,Clothing,1095.67,2,2024-03-01
624,Cap,Clothing,1174.32,2,2024-02-16
625,Sweater,Clothing,1140.28,5,2024-02-03
626,T-shirt,Clothing,139.29,3,2024-02-21
627,Headphones,Electronics,1111.93,3,2024-03-01
628,Jacket,Clothing,465.82,1,2024-02-16
629,Smartwatch,Electronics,1360.0,3,2024-02-28
630,Sunglasses,Accessories,1482.18,1,2024-02-24
631,Jeans,Clothing,779.72,1,2024-02-05
632,Smartwatch,Electronics,504.53,1,2024-02-21
633,Sweater,Clothing,922.81,4,2024-02-11
634,Sunglasses,Accessories,458.46,2,2024-02-09
635,Smartwatch,Electronics,731.33,2,2024-02-24
636,T-shirt,Clothing,746.06,4,2024-03-02
637,Sunglasses,Accessories,110.15,1,2024-02-07
638,Smartwatch,Electronics,795.89,3,2024-02-18
639,Sweater,Clothing,250.84,5,2024-02-03
640,Camera,Electronics,1162.27,4,2024-02-14
641,Mobile,Electronics,294.33,5,2024-02-23
642,Laptop,Electronics,1320.28,2,2024-02-13
643,Smartwatch,Electronics,422.63,4,2024-02-23
644,Shoes,Clothing,198.39,1,2024-02-25
645,Camera,Electronics,262.14,3,2024-03-02
646,Sweater,Clothing,345.91,3,2024-02-15
647,Backpack,Accessories,847.43,2,2024-02-11
